industry,name,quoteType,sector,symbol
Auto Parts,American Axle & Manufacturing H,EQUITY,Consumer Cyclical,AXL
Auto Parts,LKQ Corporation,EQUITY,Consumer Cyclical,LKQ
REIT—Healthcare Facilities,Universal Health Realty Income ,EQUITY,Real Estate,UHT
Computer Hardware,Seagate Technology Holdings PLC,EQUITY,Technology,STX
Real Estate—Diversified,Howard Hughes Corporation (The),EQUITY,Real Estate,HHC
Oil & Gas Equipment & Services,Valaris Limited,EQUITY,Energy,VAL
REIT—Industrial,Public Storage,EQUITY,Real Estate,PSA
Drug Manufacturers—General,"Merck & Company, Inc.",EQUITY,Healthcare,MRK
Banks—Diversified,Bank Nova Scotia Halifax Pfd 3,EQUITY,Financial Services,BNS
Biotechnology,"Rafael Holdings, Inc.",EQUITY,Healthcare,RFL
Software—Infrastructure,"Zuora, Inc.",EQUITY,Technology,ZUO
Staffing & Employment Services,"ZipRecruiter, Inc.",EQUITY,Industrials,ZIP
Engineering & Construction,"Quanta Services, Inc.",EQUITY,Industrials,PWR
Drug Manufacturers—Specialty & Generic,Zoetis Inc.,EQUITY,Healthcare,ZTS
Oil & Gas Integrated,TotalEnergies SE,EQUITY,Energy,TTE
Biotechnology,"Inovio Pharmaceuticals, Inc.",EQUITY,Healthcare,INO
Gold,Gold Standard Ventures Corporat,EQUITY,Basic Materials,GSV
Medical Instruments & Supplies,"West Pharmaceutical Services, I",EQUITY,Healthcare,WST
Specialty Chemicals,"Air Products and Chemicals, Inc",EQUITY,Basic Materials,APD
Broadcasting,Entravision Communications Corp,EQUITY,Communication Services,EVC
Residential Construction,"Beazer Homes USA, Inc.",EQUITY,Consumer Cyclical,BZH
Drug Manufacturers—General,"Pfizer, Inc.",EQUITY,Healthcare,PFE
Auto Manufacturers,Tata Motors Ltd Tata Motors Lim,EQUITY,Consumer Cyclical,TTM
Insurance—Specialty,Radian Group Inc.,EQUITY,Financial Services,RDN
Oil & Gas Integrated,PetroChina Company Limited,EQUITY,Energy,PTR
Utilities—Regulated Electric,Edison International,EQUITY,Utilities,EIX
Biotechnology,Quantum-Si Incorporated,EQUITY,Healthcare,QSI
Asset Management,Jackson Financial Inc.,EQUITY,Financial Services,JXN
Industrial Distribution,"Huttig Building Products, Inc.",EQUITY,Industrials,HBP
Biotechnology,OncoCyte Corporation,EQUITY,Healthcare,OCX
Asset Management,"Sculptor Capital Management, In",EQUITY,Financial Services,SCU
REIT—Healthcare Facilities,Physicians Realty Trust,EQUITY,Real Estate,DOC
Insurance—Diversified,Old Republic International Corp,EQUITY,Financial Services,ORI
Specialty Chemicals,"PPG Industries, Inc.",EQUITY,Basic Materials,PPG
Department Stores,"Dillard's, Inc.",EQUITY,Consumer Cyclical,DDS
Oil & Gas E&P,"EOG Resources, Inc.",EQUITY,Energy,EOG
Integrated Freight & Logistics,Pitney Bowes Inc.,EQUITY,Industrials,PBI
Oil & Gas E&P,"Continental Resources, Inc.",EQUITY,Energy,CLR
Banks—Regional,First Horizon Corporation,EQUITY,Financial Services,FHN
Building Materials,"Boise Cascade, L.L.C.",EQUITY,Basic Materials,BCC
REIT—Office,"New York City REIT, Inc.",EQUITY,Real Estate,NYC
Specialty Industrial Machinery,Emerson Electric Company,EQUITY,Industrials,EMR
Asset Management,Guggenheim Strategic Opportunit,EQUITY,Financial Services,GOF
Aerospace & Defense,"L3Harris Technologies, Inc.",EQUITY,Industrials,LHX
Apparel Retail,"Buckle, Inc. (The)",EQUITY,Consumer Cyclical,BKE
Gold,Great Panther Mining Limited,EQUITY,Basic Materials,GPL
Diagnostics & Research,Charles River Laboratories Inte,EQUITY,Healthcare,CRL
Farm Products,Archer-Daniels-Midland Company,EQUITY,Consumer Defensive,ADM
Specialty Retail,"AutoZone, Inc.",EQUITY,Consumer Cyclical,AZO
Aerospace & Defense,AAR Corp.,EQUITY,Industrials,AIR
Utilities—Renewable,Brookfield Renewable Partners L,EQUITY,Utilities,BEP
Oil & Gas Equipment & Services,"Cactus, Inc. Class A Common Sto",EQUITY,Energy,WHD
REIT—Healthcare Facilities,Geo Group Inc (The) REIT,EQUITY,Real Estate,GEO
Medical Devices,Medtronic plc.,EQUITY,Healthcare,MDT
Beverages—Brewers,Anheuser-Busch Inbev SA Sponsor,EQUITY,Consumer Defensive,BUD
Agricultural Inputs,Mosaic Company (The),EQUITY,Basic Materials,MOS
Oil & Gas Refining & Marketing,Marathon Petroleum Corporation,EQUITY,Energy,MPC
Footwear & Accessories,"Skechers U.S.A., Inc.",EQUITY,Consumer Cyclical,SKX
Utilities—Regulated Gas,New Fortress Energy Inc.,EQUITY,Utilities,NFE
Software—Application,"Rapid7, Inc.",EQUITY,Technology,RPD
Medical Devices,Stryker Corporation,EQUITY,Healthcare,SYK
Oil & Gas Integrated,Petroleo Brasileiro S.A.- Petro,EQUITY,Energy,PBR
Restaurants,"BBQ Holdings, Inc.",EQUITY,Consumer Cyclical,BBQ
"Furnishings, Fixtures & Appliances","Leggett & Platt, Incorporated",EQUITY,Consumer Cyclical,LEG
Asset Management,Gabelli Convertible and Income ,EQUITY,Financial Services,GCV
Packaged Foods,"Coffee Holding Co., Inc.",EQUITY,Consumer Defensive,JVA
Oil & Gas E&P,PHX Minerals Inc.,EQUITY,Energy,PHX
Specialty Business Services,"StarTek, Inc.",EQUITY,Industrials,SRT
Utilities—Diversified,Companhia Paranaense de Energia,EQUITY,Utilities,ELP
Oil & Gas E&P,APA Corporation,EQUITY,Energy,APA
Airlines,Southwest Airlines Company,EQUITY,Industrials,LUV
Capital Markets,Mercurity Fintech Holding Inc.,EQUITY,Financial Services,MFH
Medical Distribution,"Cardinal Health, Inc.",EQUITY,Healthcare,CAH
Oil & Gas Refining & Marketing,SINOPEC Shangai Petrochemical C,EQUITY,Energy,SHI
Telecom Services,Vodafone Group Plc,EQUITY,Communication Services,VOD
Specialty Industrial Machinery,Dover Corporation,EQUITY,Industrials,DOV
Other Precious Metals & Mining,Metalla Royalty & Streaming Ltd,EQUITY,Basic Materials,MTA
Medical Devices,Myomo Inc.,EQUITY,Healthcare,MYO
Utilities—Regulated Electric,CMS Energy Corporation,EQUITY,Utilities,CMS
Telecom Services,Mobile TeleSystems Public Joint,EQUITY,Communication Services,MBT
Oil & Gas Midstream,Pembina Pipeline Corp.,EQUITY,Energy,PBA
Medical Care Facilities,"agilon health, inc.",EQUITY,Healthcare,AGL
Medical Distribution,"Owens & Minor, Inc.",EQUITY,Healthcare,OMI
Oil & Gas Equipment & Services,ChampionX Corporation,EQUITY,Energy,CHX
Oil & Gas Midstream,"DCP Midstream,  LP",EQUITY,Energy,DCP
Residential Construction,"PulteGroup, Inc.",EQUITY,Consumer Cyclical,PHM
Other Industrial Metals & Mining,Lithium Americas Corp.,EQUITY,Basic Materials,LAC
Communication Equipment,"Motorola Solutions, Inc.",EQUITY,Technology,MSI
Engineering & Construction,"MasTec, Inc.",EQUITY,Industrials,MTZ
Other Industrial Metals & Mining,"Westwater Resources, Inc.",EQUITY,Basic Materials,WWR
Asset Management,Patria Investments Limited,EQUITY,Financial Services,PAX
Medical Devices,IsoPlexis Corporation,EQUITY,Healthcare,ISO
Oil & Gas E&P,"CKX Lands, Inc.",EQUITY,Energy,CKX
Tobacco,Universal Corporation,EQUITY,Consumer Defensive,UVV
Airlines,"United Airlines Holdings, Inc.",EQUITY,Industrials,UAL
Oil & Gas E&P,"Barnwell Industries, Inc.",EQUITY,Energy,BRN
Building Products & Equipment,"Installed Building Products, In",EQUITY,Industrials,IBP
Specialty Industrial Machinery,Howmet Aerospace Inc.,EQUITY,Industrials,HWM
Farm & Heavy Construction Machinery,"Xos, Inc.",EQUITY,Industrials,XOS
Software—Infrastructure,"Vmware, Inc.",EQUITY,Technology,VMW
REIT—Residential,Equity Residential,EQUITY,Real Estate,EQR
Beverages—Brewers,"Boston Beer Company, Inc. (The)",EQUITY,Consumer Defensive,SAM
Specialty Chemicals,Ecolab Inc.,EQUITY,Basic Materials,ECL
Software—Infrastructure,SolarWinds Corporation,EQUITY,Technology,SWI
Utilities—Diversified,"South Jersey Industries, Inc.",EQUITY,Utilities,SJI
Oil & Gas Integrated,Imperial Oil Limited,EQUITY,Energy,IMO
Rental & Leasing Services,"Hertz Global Holdings, Inc",EQUITY,Industrials,HTZ
Biotechnology,"Xilio Therapeutics, Inc.",EQUITY,Healthcare,XLO
Software—Application,Cvent Holding Corp.,EQUITY,Technology,CVT
Oil & Gas E&P,Kosmos Energy Ltd.,EQUITY,Energy,KOS
Conglomerates,Honeywell International Inc.,EQUITY,Industrials,HON
Aerospace & Defense,"National Presto Industries, Inc",EQUITY,Industrials,NPK
Semiconductors,STMicroelectronics N.V.,EQUITY,Technology,STM
Asset Management,"Gabelli Equity Trust, Inc. (The",EQUITY,Financial Services,GAB
Health Information Services,"Evolent Health, Inc",EQUITY,Healthcare,EVH
Information Technology Services,Wipro Limited,EQUITY,Technology,WIT
Asset Management,"GAMCO Global Gold, Natural Reso",EQUITY,Financial Services,GGN
Packaging & Containers,Packaging Corporation of Americ,EQUITY,Consumer Cyclical,PKG
Biotechnology,"Unity Biotechnology, Inc.",EQUITY,Healthcare,UBX
Biotechnology,"Altimmune, Inc.",EQUITY,Healthcare,ALT
Utilities—Renewable,ReNew Energy Global plc,EQUITY,Utilities,RNW
REIT—Industrial,"Prologis, Inc.",EQUITY,Real Estate,PLD
Shell Companies,AIB Acquisition Corporation Cla,EQUITY,Financial Services,AIB
Resorts & Casinos,Boyd Gaming Corporation,EQUITY,Consumer Cyclical,BYD
Restaurants,"Yum! Brands, Inc.",EQUITY,Consumer Cyclical,YUM
REIT—Healthcare Facilities,"National Health Investors, Inc.",EQUITY,Real Estate,NHI
Solar,"SPI Energy Co., Ltd.",EQUITY,Technology,SPI
Insurance Brokers,"BRP Group, Inc.",EQUITY,Financial Services,BRP
Oil & Gas Midstream,Enterprise Products Partners L.,EQUITY,Energy,EPD
Biotechnology,"Global Blood Therapeutics, Inc.",EQUITY,Healthcare,GBT
Information Technology Services,"TD Holdings, Inc.",EQUITY,Technology,GLG
Oil & Gas Integrated,China Petroleum & Chemical Corp,EQUITY,Energy,SNP
Apparel Retail,"Chico's FAS, Inc.",EQUITY,Consumer Cyclical,CHS
REIT—Retail,Federal Realty Investment Trust,EQUITY,Real Estate,FRT
Packaged Foods,"Treehouse Foods, Inc.",EQUITY,Consumer Defensive,THS
REIT—Office,Vornado Realty Trust,EQUITY,Real Estate,VNO
Biotechnology,"Palatin Technologies, Inc.",EQUITY,Healthcare,PTN
Packaged Foods,J.M. Smucker Company (The) New,EQUITY,Consumer Defensive,SJM
Luxury Goods,Signet Jewelers Limited,EQUITY,Consumer Cyclical,SIG
Trucking,"Universal Logistics Holdings, I",EQUITY,Industrials,ULH
Gold,Alamos Gold Inc.,EQUITY,Basic Materials,AGI
Oil & Gas Midstream,North European Oil Royality Tru,EQUITY,Energy,NRT
REIT—Retail,Whitestone REIT,EQUITY,Real Estate,WSR
Specialty Retail,"Williams-Sonoma, Inc.",EQUITY,Consumer Cyclical,WSM
Auto Manufacturers,NIO Inc.,EQUITY,Consumer Cyclical,NIO
Chemicals,Huntsman Corporation,EQUITY,Basic Materials,HUN
Real Estate Services,Fangdd Network Group Ltd.,EQUITY,Real Estate,DUO
Apparel Manufacturing,"Ever-Glory International Group,",EQUITY,Consumer Cyclical,EVK
Coking Coal,"Alpha Metallurgical Resources, ",EQUITY,Basic Materials,AMR
Advertising Agencies,AcuityAds Holdings Inc.,EQUITY,Communication Services,ATY
Grocery Stores,"Albertsons Companies, Inc.",EQUITY,Consumer Defensive,ACI
Gold,Kinross Gold Corporation,EQUITY,Basic Materials,KGC
Residential Construction,"Toll Brothers, Inc.",EQUITY,Consumer Cyclical,TOL
Gold,Galiano Gold Inc.,EQUITY,Basic Materials,GAU
Oil & Gas Midstream,"Plains All American Pipeline, L",EQUITY,Energy,PAA
Oil & Gas E&P,"Black Stone Minerals, L.P.",EQUITY,Energy,BSM
Uranium,Cameco Corporation,EQUITY,Energy,CCJ
Insurance—Diversified,AEGON N.V.,EQUITY,Financial Services,AEG
Software—Application,Sphere 3D Corp.,EQUITY,Technology,ANY
Building Products & Equipment,Bluelinx Holdings Inc.,EQUITY,Industrials,BXC
Asset Management,Eaton Vance Tax-Advantaged Glob,EQUITY,Financial Services,ETG
Specialty Retail,Dick's Sporting Goods Inc,EQUITY,Consumer Cyclical,DKS
Business Equipment & Supplies,Avery Dennison Corporation,EQUITY,Industrials,AVY
Oil & Gas Midstream,Teekay Tankers Ltd.,EQUITY,Energy,TNK
Conglomerates,Griffon Corporation,EQUITY,Industrials,GFF
Oil & Gas E&P,Pioneer Natural Resources Compa,EQUITY,Energy,PXD
Engineering & Construction,"KBR, Inc.",EQUITY,Industrials,KBR
Semiconductors,Valens Semiconductor Ltd.,EQUITY,Technology,VLN
REIT—Mortgage,INVESCO MORTGAGE CAPITAL INC,EQUITY,Real Estate,IVR
Asset Management,"Liberty All-Star Growth Fund, I",EQUITY,Financial Services,ASG
Marine Shipping,Pyxis Tankers Inc.,EQUITY,Industrials,PXS
Oil & Gas E&P,"HighPeak Energy, Inc.",EQUITY,Energy,HPK
Banks—Regional,ICICI Bank Limited,EQUITY,Financial Services,IBN
Oil & Gas Equipment & Services,"Helix Energy Solutions Group, I",EQUITY,Energy,HLX
Copper,"Taseko Mines, Ltd.",EQUITY,Basic Materials,TGB
Personal Services,E-Home Household Service Holdin,EQUITY,Consumer Cyclical,EJH
Oil & Gas Midstream,"Genesis Energy, L.P.",EQUITY,Energy,GEL
Auto Manufacturers,Sono Group N.V.,EQUITY,Consumer Cyclical,SEV
Auto & Truck Dealerships,"Vroom, Inc.",EQUITY,Consumer Cyclical,VRM
Railroads,Union Pacific Corporation,EQUITY,Industrials,UNP
Medical Devices,Abbott Laboratories,EQUITY,Healthcare,ABT
Medical Distribution,AmerisourceBergen Corporation,EQUITY,Healthcare,ABC
Telecom Services,"Telephone and Data Systems, Inc",EQUITY,Communication Services,TDS
Airlines,"American Airlines Group, Inc.",EQUITY,Industrials,AAL
Gambling,GAN Limited,EQUITY,Consumer Cyclical,GAN
Insurance—Life,Unum Group,EQUITY,Financial Services,UNM
Packaged Foods,"McCormick & Company, Incorporat",EQUITY,Consumer Defensive,MKC
Utilities—Regulated Electric,Ameren Corporation,EQUITY,Utilities,AEE
Personal Services,"Mister Car Wash, Inc.",EQUITY,Consumer Cyclical,MCW
Farm Products,"Mission Produce, Inc.",EQUITY,Consumer Defensive,AVO
Software—Application,"ServiceNow, Inc.",EQUITY,Technology,NOW
REIT—Office,Orion Office REIT Inc.,EQUITY,Real Estate,ONL
REIT—Office,"Easterly Government Properties,",EQUITY,Real Estate,DEA
Integrated Freight & Logistics,"United Parcel Service, Inc.",EQUITY,Industrials,UPS
Software—Application,"Alteryx, Inc.",EQUITY,Technology,AYX
Other Precious Metals & Mining,Platinum Group Metals Ltd.,EQUITY,Basic Materials,PLG
Tobacco,RLX Technology Inc.,EQUITY,Consumer Defensive,RLX
Biotechnology,Kodiak Sciences Inc,EQUITY,Healthcare,KOD
Airlines,"Delta Air Lines, Inc.",EQUITY,Industrials,DAL
Engineering & Construction,TopBuild Corp.,EQUITY,Industrials,BLD
Internet Retail,"Shift Technologies, Inc.",EQUITY,Consumer Cyclical,SFT
REIT—Retail,"Tanger Factory Outlet Centers, ",EQUITY,Real Estate,SKT
Specialty Industrial Machinery,Pentair plc.,EQUITY,Industrials,PNR
Tobacco,British American Tobacco  Indus,EQUITY,Consumer Defensive,BTI
Specialty Business Services,ABM Industries Incorporated,EQUITY,Industrials,ABM
Staffing & Employment Services,"TrueBlue, Inc.",EQUITY,Industrials,TBI
REIT—Retail,National Retail Properties,EQUITY,Real Estate,NNN
Banks—Regional,Valley National Bancorp,EQUITY,Financial Services,VLY
Electronic Gaming & Multimedia,Liquid Media Group Ltd.,EQUITY,Communication Services,YVR
REIT—Residential,Apartment Investment and Manage,EQUITY,Real Estate,AIV
Asset Management,9268,EQUITY,Financial Services,VKI
Insurance—Property & Casualty,W.R. Berkley Corporation,EQUITY,Financial Services,WRB
Software—Application,"CS Disco, Inc.",EQUITY,Technology,LAW
Asset Management,Gabelli Utility Trust (The),EQUITY,Financial Services,GUT
Software—Application,Full Truck Alliance Co. Ltd.,EQUITY,Technology,YMM
Specialty Industrial Machinery,Graham Corporation,EQUITY,Industrials,GHM
Auto & Truck Dealerships,Asbury Automotive Group Inc,EQUITY,Consumer Cyclical,ABG
Capital Markets,Scully Royalty Ltd.,EQUITY,Financial Services,SRL
Apparel Manufacturing,PVH Corp.,EQUITY,Consumer Cyclical,PVH
Software—Application,Advanced Human Imaging Limited.,EQUITY,Technology,AHI
Oil & Gas E&P,Callon Petroleum Company,EQUITY,Energy,CPE
Resorts & Casinos,Marriott Vacations Worldwide Co,EQUITY,Consumer Cyclical,VAC
Aerospace & Defense,"Huntington Ingalls Industries, ",EQUITY,Industrials,HII
Steel,Commercial Metals Company,EQUITY,Basic Materials,CMC
Oil & Gas Midstream,"Williams Companies, Inc. (The)",EQUITY,Energy,WMB
Thermal Coal,Natural Resource Partners LP Li,EQUITY,Energy,NRP
Information Technology Services,Teradata Corporation,EQUITY,Technology,TDC
Information Technology Services,Telos Corporation,EQUITY,Technology,TLS
Software—Infrastructure,SOS Limited,EQUITY,Technology,SOS
Building Products & Equipment,"Cornerstone Building Brands, In",EQUITY,Industrials,CNR
Oil & Gas E&P,Southwestern Energy Company,EQUITY,Energy,SWN
Electrical Equipment & Parts,"ESS Tech, Inc.",EQUITY,Industrials,GWH
Communication Equipment,"Communications Systems, Inc.",EQUITY,Technology,JCS
Steel,Companhia Siderurgica Nacional ,EQUITY,Basic Materials,SID
Capital Markets,Jefferies Financial Group Inc.,EQUITY,Financial Services,JEF
Asset Management,33138,EQUITY,Financial Services,CRF
Auto Parts,Cooper-Standard Holdings Inc.,EQUITY,Consumer Cyclical,CPS
Insurance—Diversified,Principal Financial Group Inc,EQUITY,Financial Services,PFG
Restaurants,"Dine Brands Global, Inc. Common",EQUITY,Consumer Cyclical,DIN
Credit Services,"Moneygram International, Inc.",EQUITY,Financial Services,MGI
Specialty Chemicals,Linde plc,EQUITY,Basic Materials,LIN
Utilities—Renewable,Algonquin Power & Utilities Cor,EQUITY,Utilities,AQN
Leisure,"Nautilus, Inc.",EQUITY,Consumer Cyclical,NLS
Medical Instruments & Supplies,Baxter International Inc.,EQUITY,Healthcare,BAX
Mortgage Finance,"Rocket Companies, Inc.",EQUITY,Financial Services,RKT
Specialty Retail,"Sally Beauty Holdings, Inc. (Na",EQUITY,Consumer Cyclical,SBH
Agricultural Inputs,Scotts Miracle-Gro Company (The,EQUITY,Basic Materials,SMG
Pharmaceutical Retailers,"Walgreens Boots Alliance, Inc.",EQUITY,Healthcare,WBA
Real Estate—Development,Xinyuan Real Estate Co Ltd,EQUITY,Real Estate,XIN
REIT—Mortgage,Arbor Realty Trust,EQUITY,Real Estate,ABR
Aerospace & Defense,"Triumph Group, Inc.",EQUITY,Industrials,TGI
Packaged Foods,Darling Ingredients Inc.,EQUITY,Consumer Defensive,DAR
Oil & Gas Refining & Marketing,Phillips 66,EQUITY,Energy,PSX
Restaurants,"Brinker International, Inc.",EQUITY,Consumer Cyclical,EAT
REIT—Mortgage,"MFA Financial, Inc.",EQUITY,Real Estate,MFA
Packaged Foods,"Flowers Foods, Inc.",EQUITY,Consumer Defensive,FLO
REIT—Mortgage,New Residential Investment Corp,EQUITY,Real Estate,NRZ
Oil & Gas Refining & Marketing,Valero Energy Corporation,EQUITY,Energy,VLO
Packaged Foods,Pilgrim's Pride Corporation,EQUITY,Consumer Defensive,PPC
Discount Stores,"Big Lots, Inc.",EQUITY,Consumer Defensive,BIG
Oil & Gas Refining & Marketing,CVR Energy Inc.,EQUITY,Energy,CVI
Medical Instruments & Supplies,ResMed Inc.,EQUITY,Healthcare,RMD
Apparel Retail,Genesco Inc.,EQUITY,Consumer Cyclical,GCO
Oil & Gas E&P,Berry Corporation (bry),EQUITY,Energy,BRY
Building Products & Equipment,Carlisle Companies Incorporated,EQUITY,Industrials,CSL
Education & Training Services,First High-School Education Gro,EQUITY,Consumer Defensive,FHS
Software—Application,PAR Technology Corporation,EQUITY,Technology,PAR
Drug Manufacturers—General,Astrazeneca PLC,EQUITY,Healthcare,AZN
